uid,total_facebook_statuses,account_membership_period,service_support_calls,number_of_snaps,total_whatsapp_charge,sub_country_code,total_twitter_tweets,country,total_email_characters,email_plan,total_whatsapp_msg_characters,social_account_number,total_whatsapp_msgs,total_facebook_charge,total_twitter_charge,snapchat_plan,total_email_charge,total_twitter_tweet_characters,total_emails,total_facebook_status_characters,turn_anti_social
715,103,159,1,0,7.68,415,97,TX,10.5,no,170.6,402-1556,93,14.91,23.65,no,2.84,278.2,10,87.7,0
716,130,113,1,0,,415,100,RI,,no,137.4,415-2865,74,15.4,14.5,no,1.46,170.6,9,90.6,0
717,78,76,1,0,4.12,415,83,RI,16.2,no,91.6,343-4516,92,29.09,21.86,no,4.37,257.2,3,171.1,0
718,84,95,3,0,,415,108,LA,5.9,no,103.7,411-6294,127,23.99,17.97,no,1.59,211.4,6,141.1,0
719,110,79,2,0,10.33,415,121,ME,8.8,no,229.6,415-6578,157,36.31,19.97,no,2.38,234.9,3,,0
720,102,90,0,0,,408,114,CO,10.9,no,104,371-4788,133,18.68,18.77,no,2.94,220.8,6,109.9,0
721,49,123,1,0,10.76,415,117,MA,,no,239.2,410-5199,98,35.6,20.18,no,2.65,237.4,11,209.4,0
722,109,41,1,30,6.72,415,86,ME,11.1,no,149.4,399-6642,93,32.59,16.41,yes,3,193,4,191.7,0
723,96,82,4,0,9.27,408,102,TX,7.1,no,206.1,400-3446,60,34.05,17.1,no,1.92,201.2,1,200.3,0
724,83,138,5,0,10.45,415,97,MN,9,no,232.2,388-5850,102,33.03,16.14,no,2.43,,3,194.3,0
725,90,103,1,0,8.15,415,117,FL,10.5,no,181.1,380-6413,76,26.98,16.86,no,2.84,198.4,4,158.7,0
726,63,41,2,34,7.21,510,110,AL,17.2,no,160.2,369-6880,115,33.05,21.67,yes,4.64,254.9,9,194.4,0
727,91,95,1,0,3.41,415,109,WV,7.5,no,75.8,378-8019,95,29.78,20.77,no,2.03,,2,175.2,0
728,71,29,1,0,6.69,510,74,MD,14.2,no,148.6,367-1024,87,33.25,10.74,no,3.83,126.4,4,195.6,0
729,117,127,3,0,7.3,510,68,RI,9.7,no,162.2,331-8462,127,16.32,15.05,no,2.62,,4,96,0
730,70,121,5,31,5.72,415,118,TX,9.7,no,127.1,408-9572,143,44.73,23.74,yes,2.62,279.3,4,263.1,0
731,69,80,2,38,9.43,415,68,WV,9.5,no,209.5,356-2093,102,40.22,16.79,yes,2.57,197.5,10,236.6,0
732,112,128,0,0,6.85,408,101,PA,10.7,yes,152.3,353-6038,116,41.68,8.63,no,2.89,101.5,5,245.2,0
733,83,120,0,33,6.6,415,84,IA,11.6,no,146.7,341-6743,88,50.92,13.89,yes,3.13,163.4,5,299.5,0
734,105,130,0,0,7.35,415,108,NH,8.9,no,163.4,373-3549,93,36.23,17.53,no,2.4,206.2,3,213.1,0
735,132,80,0,30,,510,109,MT,10,yes,212.8,416-7866,114,31.31,14.24,yes,2.7,167.5,10,184.2,0
736,120,93,3,0,7.46,415,84,KS,13.1,no,165.8,418-3135,63,45.22,11.06,no,3.54,130.1,6,266,0
737,107,100,0,0,6.23,510,84,IN,10.2,no,138.4,397-6255,127,36.75,18.33,no,2.75,215.6,3,216.2,0
738,83,147,3,0,9.21,415,144,MI,15.6,no,204.6,382-4943,72,22.2,17.69,no,4.21,208.1,3,130.6,0
739,81,97,0,0,6.78,408,51,MA,4.2,no,150.7,402-2728,110,36.99,27.24,no,1.13,320.5,3,217.6,0
740,121,98,0,0,8.87,415,73,TX,12.4,no,197.1,406-2242,71,36.92,25.79,no,3.35,303.4,2,217.2,1
741,143,106,0,0,11.7,408,123,FL,9.6,no,259.9,384-6654,105,30.33,21,no,2.59,247,2,,0
742,90,119,1,0,9.21,415,81,DE,7.5,no,204.6,345-5338,77,30.06,19.1,no,2.03,224.7,15,176.8,0
743,106,110,3,0,10.51,415,126,IN,11.2,no,233.5,364-9059,112,25.81,11.73,no,3.02,138,8,151.8,0
744,87,77,2,0,13.93,408,138,MS,11.3,no,309.6,356-4001,136,39.1,8.77,no,3.05,103.2,3,230,0
745,88,69,3,0,8.73,415,86,PA,10.8,no,194,395-6149,83,24.41,12.05,no,2.92,141.8,5,143.6,0
746,101,101,1,23,5.81,408,80,CO,7.3,no,129.1,420-9009,100,44.57,13.35,yes,1.97,157,14,262.2,0
747,102,110,1,0,9.03,408,124,AR,10.2,no,200.7,373-6379,108,9.4,14,no,2.75,164.7,5,55.3,0
748,95,112,0,17,7.05,415,125,MA,9.7,no,156.7,358-7379,95,31.14,21.49,yes,2.62,252.8,3,183.2,0
749,94,129,1,37,8.32,415,103,WI,11.7,no,185,333-8954,81,34.85,14.06,yes,3.16,165.4,8,205,0
750,116,151,0,0,11.97,408,138,LA,9.8,no,265.9,401-3926,101,30.38,24.83,no,2.65,292.1,4,178.7,0
751,126,63,0,0,,415,98,RI,10.6,no,232.5,371-1187,73,30.69,19.55,no,2.86,230,3,180.5,0
752,95,164,3,0,5.97,510,94,UT,7.3,no,132.6,397-3939,100,32.66,21.23,no,1.97,249.8,3,192.1,0
753,118,117,1,0,6.89,415,84,GA,10,yes,153.2,328-5188,86,48.86,22.07,no,2.7,259.6,3,,1
754,84,95,1,0,8.95,415,112,MO,,yes,198.9,374-7787,89,28.14,24.33,no,3.11,286.2,2,165.5,1
755,99,53,2,37,10.65,510,99,MI,12,no,236.7,417-3702,112,28.44,16.55,yes,3.24,194.7,9,167.3,0
756,134,43,1,0,8.82,415,103,NC,10.8,no,196.1,334-7685,79,14.31,6.87,no,2.92,80.8,2,84.2,0
757,84,62,2,0,10.73,415,99,WI,12.5,no,238.4,368-9073,79,14.67,20.29,no,3.38,238.7,1,86.3,0
758,97,90,2,0,6.02,415,117,AL,11.8,no,133.7,335-9786,78,36.53,10.01,no,3.19,117.8,2,214.9,0
759,92,80,2,0,6.94,510,97,OR,7.6,no,154.2,331-4807,66,34.63,18.39,no,2.05,216.4,5,203.7,0
760,116,37,3,0,9.74,415,99,MI,14,no,216.5,386-1131,112,32.54,14.23,no,3.78,167.4,5,191.4,0
761,103,116,2,35,9.26,510,106,NV,,no,205.7,341-7279,102,20.06,14.21,yes,3.19,167.2,2,118,0
762,125,103,8,0,9.95,408,126,NH,10.4,no,221.2,371-1727,104,25.6,14.37,no,2.81,169.1,8,150.6,1
763,96,86,0,0,15.74,415,63,MO,12.6,no,349.7,385-3111,75,14.2,18.79,no,3.4,221.1,3,83.5,0
764,105,92,1,0,9.96,510,118,MN,9,no,221.3,344-7470,105,36.11,19.09,no,2.43,,4,212.4,0
765,137,32,1,26,7.8,510,108,UT,9,no,173.3,370-9563,149,41.4,20.13,yes,2.43,236.8,9,243.5,0
766,114,119,2,23,10.28,510,137,NM,11.8,no,228.4,349-1687,112,26.18,23.63,yes,3.19,278,4,154,0
767,88,95,3,0,8.65,510,75,MT,,no,192.3,394-8006,115,26.62,21.05,no,3.32,247.6,5,156.6,0
768,92,183,2,0,9.64,415,112,NV,9.7,no,214.3,330-3429,112,19.84,18.17,no,2.62,213.8,6,116.7,0
769,56,163,2,40,12.08,408,91,CT,12.3,no,268.5,398-8122,74,39.42,18,yes,3.32,211.8,3,231.9,0
770,63,48,1,0,9.26,510,89,VT,13.2,no,205.7,408-2621,71,32.03,14.1,no,3.56,165.9,2,188.4,0
771,98,122,2,0,8.09,415,72,IN,13.7,no,179.8,344-3388,84,41.45,7.13,no,3.7,,8,243.8,0
772,140,92,1,0,10.49,415,105,ID,,yes,233.2,359-6196,117,29.43,20.43,no,2.43,240.3,5,173.1,0
773,123,17,1,0,14.18,415,81,RI,8.6,no,315,396-9656,106,27.46,18.21,no,2.32,214.2,5,161.5,0
774,97,186,1,0,6.59,510,118,KS,,no,146.4,400-6454,85,23.43,15.95,no,2.35,187.7,6,137.8,0
775,98,148,1,0,8.15,415,110,NE,11.4,no,181,382-2879,98,30.31,24.02,no,3.08,282.6,4,178.3,0
776,100,58,2,0,8.72,408,87,GA,,no,193.8,389-9120,118,28.12,9.83,no,3.46,115.7,5,,0
777,122,80,2,0,12.11,415,92,NC,,yes,269,420-8435,116,32.15,18.97,no,3.75,223.2,3,189.1,1
778,107,51,2,0,,510,104,OR,10.4,no,227.5,394-3023,118,8.81,19.57,no,2.81,230.2,4,51.8,0
779,101,143,1,0,10.71,408,89,NV,7.6,no,237.9,393-5284,61,26.44,18.14,no,2.05,,11,155.5,0
780,108,104,0,0,11.67,415,113,ID,11,yes,259.3,357-1700,103,25.19,13.75,no,2.97,161.8,4,148.2,0
781,65,117,1,13,,408,77,RI,9.7,no,232.8,370-5042,95,35.29,12.98,yes,2.62,152.7,3,207.6,0
782,151,103,6,0,7.57,415,56,ID,15.8,no,168.2,346-5992,109,29.7,12.58,no,4.27,148,3,174.7,1
783,98,38,2,0,7.15,408,97,NC,8.2,no,159,359-4081,106,22.3,13.85,no,2.21,162.9,6,131.2,0
784,102,41,0,22,6.4,408,86,TX,7.2,no,142.2,370-7550,123,36.35,12.05,yes,1.94,141.8,3,213.8,0
785,96,58,1,43,8.7,415,100,IL,8.9,yes,193.4,404-9348,105,24.28,23.15,yes,2.4,272.3,4,142.8,0
786,104,111,2,28,6.63,415,52,LA,10.3,no,147.4,367-2227,76,21.9,13.37,yes,2.78,157.3,2,128.8,0
787,102,172,1,47,11.03,408,118,NC,8.8,no,245,331-5962,123,46.73,15.86,yes,2.38,186.6,2,274.9,0
788,60,92,2,0,10.78,415,73,CO,12.3,no,239.5,408-3262,120,31.4,22.27,no,3.32,262,6,184.7,1
789,108,176,2,0,6.69,415,100,RI,9.6,no,148.6,401-7654,85,42.65,14.57,no,2.59,171.4,6,,0
790,86,75,2,26,5.97,510,118,FL,13.4,no,132.6,394-8504,99,20.15,18.18,yes,3.62,213.9,3,118.5,0
791,102,84,2,0,11.14,415,141,NJ,9.8,no,247.5,412-3898,102,32.33,16.8,no,2.65,197.7,6,,0
792,87,138,2,0,8.46,415,116,DC,11.2,no,187.9,329-6562,111,28.99,10.05,no,3.02,118.2,7,170.5,0
793,68,159,0,0,6.3,415,74,WY,,no,140.1,391-2159,111,28.46,12.22,no,2.78,,3,167.4,1
794,99,79,3,0,12.4,415,82,WV,8.9,no,275.6,359-6931,82,37.79,12.43,no,2.4,146.2,4,222.3,0
795,91,87,3,0,11.53,415,105,WV,7.5,no,256.3,332-3693,109,21.13,14.74,no,2.03,173.4,5,124.3,0
796,121,44,2,0,12.59,510,79,WV,,no,279.8,419-1674,77,38.78,23.5,no,2.67,276.5,5,228.1,1
797,108,141,3,0,10.06,408,83,CT,,no,223.5,367-3648,115,8.82,13.77,no,2.73,162,3,51.9,0
798,97,41,3,0,5.11,408,104,WI,,no,113.5,409-4791,92,34.49,13.07,no,2.43,,3,,0
799,101,31,1,28,,415,86,IL,,no,241.6,396-5790,125,35.79,21.29,yes,3.11,250.5,2,210.5,0
800,115,148,2,0,5.3,408,91,WY,13.4,no,117.8,377-3417,93,41.31,16.3,no,3.62,191.8,5,,0
801,113,118,1,0,,415,92,HI,5.9,no,254.7,418-6752,129,22.68,10.29,no,1.59,121,4,133.4,0
802,110,126,0,0,11.21,415,125,DC,5.1,no,249.2,392-5512,78,27.44,18.75,no,1.38,220.6,2,161.4,0
803,146,53,3,24,11.25,415,136,MN,13.1,no,249.9,358-3261,96,24.77,18.74,yes,3.54,220.5,5,145.7,0
804,119,68,1,0,8.91,415,105,VT,10.3,no,198.1,396-6390,101,27,18,no,2.78,211.8,3,158.8,0
805,125,76,0,0,9.48,415,92,GA,,no,210.7,372-6497,134,50.92,19.27,no,3.7,226.7,4,299.5,1
806,102,138,3,0,9.35,510,106,SD,5,no,207.7,350-6473,75,21.61,21.05,no,1.35,247.7,3,,0
807,99,63,1,21,9.47,408,89,CO,10,yes,210.4,378-8029,114,25.76,12.56,yes,2.7,147.8,4,151.5,0
808,102,36,2,29,8.42,510,76,MI,9,no,187.2,400-3637,113,47.84,17.19,yes,2.43,202.2,6,281.4,0
809,61,88,4,0,10.92,415,88,NV,6.8,no,242.7,364-3286,131,28.34,15.24,no,1.84,179.3,7,166.7,1
810,79,116,6,0,7.55,408,88,MD,,no,167.8,405-2276,71,27.1,15.26,no,2.62,179.5,2,159.4,1
811,111,83,2,32,9.02,415,98,ID,10.6,yes,200.4,345-5980,109,16.1,13.12,yes,2.86,154.4,6,94.7,0
812,90,137,0,0,5.76,408,100,OH,12.3,no,128.1,328-2110,93,24.48,15.44,no,3.32,181.6,2,144,0
813,99,120,1,0,9.05,415,109,MS,10.7,no,201.1,421-3226,116,22.39,13.86,no,2.89,163.1,3,,0
814,115,1,1,26,8,408,113,IA,8.1,no,177.7,331-2144,144,35.36,15.73,yes,2.19,185,9,208,0
815,104,142,0,38,11.21,415,114,IL,4.3,no,249.1,334-2800,127,27.76,11.56,yes,1.16,,6,163.3,0
816,107,22,0,0,9.1,408,93,SC,9.5,no,202.3,331-5138,96,18.75,14.15,no,2.57,166.5,5,110.3,0
817,91,55,1,0,,415,110,AL,14.3,yes,203.7,375-2975,101,32.62,21.77,no,3.86,256.1,6,191.9,1
818,101,190,2,0,10.49,408,95,NC,9.3,no,233,409-3353,123,30.97,18.05,no,2.51,212.3,4,182.2,0
819,111,67,2,36,7.65,408,94,NY,9.9,no,169.9,405-2888,103,19.65,20.2,yes,2.67,237.7,12,115.6,0
820,117,66,2,32,5.95,408,90,MS,12,no,132.3,415-3120,113,31.93,11.03,yes,3.24,129.8,3,,0
821,87,138,0,29,11.53,415,123,MO,14.2,no,256.2,408-1340,130,32.32,18.97,yes,3.83,,6,190.1,0
822,74,106,1,0,8.93,408,139,NY,10.2,no,198.5,422-1471,103,26.98,5.47,no,2.75,64.3,4,158.7,0
823,110,115,2,0,8.09,510,100,MN,10.8,yes,179.7,390-5055,124,20.74,18.72,no,2.92,220.2,2,122,1
824,141,93,1,0,11.81,415,107,WI,12,no,262.4,392-6286,111,25.86,18.32,no,3.24,215.5,7,152.1,0
825,118,182,2,0,7.84,415,113,NC,10.7,no,174.2,379-6970,101,47.52,17.27,no,2.89,203.2,4,279.5,1
826,115,127,2,19,11.93,510,101,MA,12.2,no,265,336-1880,63,22.05,13.67,yes,3.29,,3,129.7,0
827,117,136,1,0,9.63,510,77,AZ,10.3,no,214.1,405-6641,90,15.64,21.56,no,2.78,253.6,10,92,0
828,83,64,1,0,2.59,510,109,NJ,14.2,no,57.5,391-4652,122,27.64,12.95,no,3.83,152.3,3,,0
829,95,58,0,0,11.74,510,108,NC,,no,260.9,375-4107,78,19.07,17.82,no,3.75,209.6,1,112.2,1
830,85,113,3,0,7.19,510,92,FL,14.4,no,159.8,343-3340,72,15.74,15.1,no,3.89,177.6,4,92.6,0
831,71,83,1,0,,510,92,UT,13,no,247.9,386-6114,108,35.51,18.26,no,3.51,214.8,5,208.9,0
832,98,121,2,0,4.93,408,96,WA,7.7,no,109.6,392-2708,114,35.34,17.89,no,2.08,210.5,2,207.9,0
833,128,116,2,0,8.69,510,137,NY,14,no,193.1,346-4984,94,15.22,15.37,no,3.78,180.8,3,89.5,0
834,85,122,2,23,5.51,408,132,NM,8.5,no,122.4,385-8730,96,22.81,19.32,yes,2.3,227.3,2,134.2,0
835,122,80,1,0,9.46,415,79,TN,7.2,yes,210.3,351-7309,78,47.01,16.63,no,1.94,195.6,3,276.5,1
836,122,82,2,0,7.86,510,102,WA,10.7,no,174.7,362-5579,90,45.08,15.19,no,2.89,178.7,9,265.2,0
837,134,178,2,0,12.07,408,78,MI,11.4,yes,268.2,348-4660,113,21.17,12,no,3.08,141.2,2,124.5,1
838,144,101,1,25,10.8,510,105,KS,14.5,no,240,413-1061,107,24.5,14.25,yes,3.92,167.6,3,144.1,0
839,69,109,1,0,8.88,408,120,MT,9.5,no,197.4,405-4920,86,45,25.93,no,2.57,305,9,264.7,1
840,115,33,1,0,4.61,408,118,CA,,no,102.4,369-2743,86,27.12,16.61,no,1.92,195.4,7,159.5,0
841,120,86,1,0,,415,92,IL,10.3,yes,206.5,395-7435,103,45.24,15.47,no,2.78,182,4,266.1,0
842,110,21,0,0,9.95,510,111,NE,10.7,no,221.2,408-3606,93,38.25,20.76,no,2.89,244.2,4,225,0
843,61,124,3,0,12.85,415,111,NV,10.4,no,285.5,368-5628,117,39.85,15.24,no,2.81,179.3,6,234.4,0
844,107,157,1,30,14.5,510,108,OR,7.1,no,322.2,334-1311,114,33.03,20.67,yes,1.92,243.2,5,194.3,0
845,104,163,1,23,10.35,510,64,MT,10.4,no,229.9,398-9408,118,27.2,16.1,yes,2.81,189.4,7,160,0
846,119,114,5,0,12.42,415,111,DC,9,no,275.9,354-5689,106,25.01,13.69,no,2.43,,3,147.1,1
847,138,80,1,0,12.23,415,91,DE,5.5,no,271.8,376-4861,94,33.97,14.2,no,1.49,167.1,4,199.8,0
848,93,82,0,0,13.7,408,104,ID,13.3,no,304.4,352-7413,93,17.17,13.23,no,3.59,155.6,2,101,0
849,101,146,3,0,13.97,415,77,VA,10.3,no,310.5,363-3571,83,34.92,11.47,no,2.78,134.9,2,205.4,0
850,129,51,1,0,8.68,415,104,MI,9.6,no,192.8,373-1448,128,39.05,28.56,no,2.59,336,1,229.7,1
851,76,61,1,0,5.88,415,108,OR,13.9,no,130.6,388-8282,122,39.81,18.42,no,3.75,216.7,2,234.2,0
852,54,31,0,31,11.48,415,97,CT,5.9,no,255,390-9359,131,17.02,20.94,yes,1.59,,3,100.1,0
853,107,86,0,23,11.06,408,105,KS,9.8,no,245.7,339-2616,81,38.34,20.94,yes,2.65,246.3,2,225.5,0
854,126,152,3,0,3.51,415,76,VT,7.4,no,78.1,418-7846,100,33.51,11.06,no,2,130.1,4,197.1,0
855,145,58,1,0,9.43,415,105,MO,14.9,no,209.5,353-7822,108,25.4,16.7,no,4.02,196.5,3,149.4,0
856,115,78,1,0,11.76,415,140,NJ,9.5,no,261.4,390-6101,120,39.27,19.58,no,2.57,230.4,3,231,0
857,90,109,6,29,10.11,415,98,AR,,no,224.7,409-6588,128,18.9,22.4,yes,2.43,,6,111.2,1
858,106,132,5,0,7.29,415,94,GA,11.6,no,162.1,368-5437,119,32.86,10.91,no,3.13,128.3,4,193.3,1
859,74,30,0,30,10.22,415,86,DE,,no,227.2,349-4703,104,36.96,18.17,yes,1.78,213.8,3,217.4,0
860,114,85,3,0,12.45,415,83,MN,,no,276.6,363-1208,78,43.4,16.54,no,1,194.6,5,255.3,0
861,70,102,1,0,6.35,510,129,TN,11.2,no,141.1,345-9018,92,17.53,23.38,no,3.02,275,5,103.1,0
862,108,121,0,0,13.37,408,68,RI,11.2,no,297,329-7347,87,28.97,29.79,no,3.02,350.5,3,170.4,1
863,87,127,1,0,7.05,415,101,NM,13,yes,156.7,363-1413,122,43.61,18.88,no,3.51,222.1,3,,0
864,129,36,2,0,13.78,408,87,MO,,no,306.3,383-5474,102,30.24,19.09,no,2.92,224.6,6,,0
865,110,76,1,26,6.06,408,87,CO,8.1,no,134.6,412-4185,140,36.48,17.44,yes,2.19,,2,214.6,0
866,116,101,0,29,10.88,415,100,MO,10.1,no,241.7,394-1211,75,20.59,15.84,yes,2.73,186.4,6,121.1,0
867,82,109,3,0,9.38,510,109,MT,5.9,no,208.4,415-9649,80,26.32,24.45,no,1.59,287.7,9,154.8,0
868,113,160,3,0,11.49,415,69,MT,13.2,no,255.3,329-8436,62,16.58,22.79,no,3.56,268.1,4,97.5,0
869,67,81,1,0,12.16,408,85,IN,,no,270.2,363-5947,98,29.84,21.19,no,2.75,249.3,3,175.5,0
870,118,101,3,0,8.34,415,128,ND,0,no,185.3,395-1380,128,37.01,19.69,no,0,231.7,0,217.7,0
871,87,25,3,0,,415,101,NM,10.5,no,268.9,381-2709,86,20.28,17.98,no,2.84,211.5,4,119.3,0
872,115,120,1,27,10.93,510,91,NY,0,no,242.9,405-5083,121,21.85,13.91,yes,0,163.7,0,128.5,0
873,117,147,0,0,9.4,415,93,FL,10.6,no,208.8,396-5800,133,26.37,20.37,no,2.86,,4,155.1,0
874,105,93,4,21,8.4,408,128,GA,11.8,no,186.6,413-5190,90,22.81,13.81,yes,3.19,162.5,2,134.2,1
875,106,75,0,0,10.59,415,115,TX,8.5,no,235.4,417-4456,116,51.87,15.98,no,2.3,188,5,305.1,1
876,61,82,1,0,4.93,510,105,DC,11.1,no,109.6,400-9770,94,24.46,16.57,no,3,194.9,2,,0
877,92,48,3,36,12.15,415,121,MT,7.6,no,270,418-8450,87,39.25,14.25,yes,2.05,167.6,4,230.9,0
878,89,74,0,0,8.46,415,100,NC,11,no,188.1,329-5377,114,17.46,12.69,no,2.97,149.3,5,102.7,0
879,136,77,2,0,11.36,510,115,VA,12.3,no,252.4,367-1398,73,24.63,12.86,no,3.32,,3,144.9,0
880,77,82,6,0,8.43,415,79,NY,9.4,no,187.4,356-5475,98,28.41,11.2,no,2.54,131.8,1,167.1,1
881,106,151,0,0,,415,103,ID,,no,224.6,413-3177,82,33.12,24.88,no,1.49,292.7,3,194.8,0
882,126,116,3,0,5.86,510,94,RI,12.4,no,130.3,412-3527,64,23.36,10.2,no,3.35,,2,137.4,0
883,107,63,1,29,10.8,415,56,NC,6.6,no,240.1,347-7420,91,24.19,10.09,yes,1.78,118.7,8,142.3,0
884,104,45,2,29,10.6,510,101,MO,7.9,no,235.6,398-2628,92,23.09,18.91,yes,2.13,,6,135.8,0
885,67,60,2,0,8.15,415,68,NH,12.8,no,181.2,405-1370,101,30.65,17.68,no,3.46,208,6,180.3,0
886,54,179,1,0,9.66,415,108,MN,13.3,no,214.6,418-9502,107,29.02,16.24,no,3.59,191.1,4,,0
887,111,88,2,0,10.55,415,101,KS,14.9,no,234.5,398-8801,111,32.27,16.77,no,4.02,197.3,3,189.8,0
888,131,86,2,0,5.8,510,102,OK,11.4,yes,128.9,397-3746,118,27.61,14.2,no,3.08,167,2,,1
889,139,205,2,24,8.13,510,98,ME,7.8,no,180.7,413-4039,64,29.89,13.18,yes,2.11,155,5,175.8,0
890,96,59,0,0,6.24,408,123,AK,10.2,no,138.6,416-1845,106,27.12,14.21,no,2.75,167.2,4,159.5,0
891,97,79,3,0,11.55,408,48,MO,6,no,256.7,411-5958,83,44.49,17.9,no,1.62,210.6,3,,1
892,95,95,2,0,6.45,510,101,DE,12.8,no,143.4,367-8298,113,31.31,15.44,no,3.46,181.6,4,184.2,0
893,111,94,2,0,8.46,415,67,AZ,10.5,no,187.9,366-9015,89,37.54,13.28,no,2.84,156.2,4,,0
894,81,148,0,0,,415,71,MI,,yes,122.3,385-1118,97,39.7,15.95,no,2.59,187.7,2,233.5,1
895,99,80,1,0,10.28,415,81,OR,10.6,no,228.4,391-8087,116,27.39,16.9,no,2.86,198.8,4,161.1,0
896,90,80,1,0,10.13,408,77,CT,8.2,no,225.1,374-1551,86,20.08,12.27,no,2.21,144.3,6,118.1,0
897,139,13,2,0,9.98,415,88,AL,7.1,no,221.7,354-4333,123,24.33,20.37,no,1.92,239.6,5,143.1,0
898,76,66,1,0,8.31,408,111,OR,9.2,no,184.6,348-7409,125,14.89,22.27,no,2.48,262,5,87.6,0
899,105,46,1,0,10.2,408,98,MN,11.8,no,226.7,351-6574,96,26.59,15.77,no,3.19,,3,156.4,0
900,98,53,2,0,6.35,415,125,OR,18.4,no,141.1,386-1418,116,31.42,18.39,no,4.97,216.4,3,184.8,0
901,118,106,2,0,8.42,415,101,MD,8.5,no,187.2,343-2350,93,28.1,17.85,no,2.3,210,3,165.3,0
902,103,139,1,0,6.07,415,100,CO,,no,134.9,368-2845,63,23.48,13.98,no,2.24,164.5,2,138.1,0
903,124,55,0,0,10.38,408,106,WA,14.8,no,230.7,357-6039,140,48.57,19.63,no,4,230.9,7,285.7,1
904,121,210,2,0,,408,71,VA,6.5,no,255.1,360-8666,67,17.78,12.71,no,1.76,149.5,8,104.6,0
905,124,88,1,0,7.22,415,112,MA,14.8,no,160.5,418-6737,115,45.02,20.86,no,4,245.4,2,264.8,1
906,111,197,3,0,,510,102,NJ,10.6,no,227.3,372-8405,86,26.32,14.58,no,2.86,171.5,2,154.8,0
907,97,87,0,0,6.19,415,108,SC,7.1,no,137.5,360-5779,101,23.17,14.64,no,1.92,172.2,5,,0
908,106,136,3,33,4.58,415,99,AK,10.5,yes,101.7,402-1381,107,34.66,15.95,yes,2.84,,6,203.9,0
909,113,137,4,0,9.21,415,79,KS,10.7,no,204.7,346-8581,111,39.13,18.73,no,2.89,220.4,7,230.2,0
910,103,110,1,27,8.01,415,74,KS,8.3,yes,178.1,369-8024,106,45.54,22.38,yes,2.24,263.3,2,267.9,1
911,101,15,2,0,10.12,415,79,MO,,no,224.8,417-9814,83,22.98,12.96,no,2.27,152.5,5,,0
912,113,68,1,29,9.18,415,96,IL,13.5,yes,204,340-6908,85,33.24,14.59,yes,3.65,171.6,9,195.5,1
913,116,58,2,0,4.74,415,103,KY,9.3,no,105.4,409-2983,94,42.02,25.81,no,2.51,303.7,2,247.2,1
914,106,123,2,0,2.25,415,101,KS,12.5,no,50.1,378-2432,87,23.8,13.06,no,3.38,153.7,1,140,0
915,115,122,0,0,8.5,415,137,VT,8.6,no,188.9,386-6535,110,23.24,20.66,no,2.32,,4,136.7,0
916,94,36,0,0,9.96,510,117,IA,9,no,221.3,385-3540,108,19.91,20.01,no,2.43,235.4,2,117.1,0
917,74,23,1,0,11.83,510,95,ME,,no,262.9,376-9607,126,19.23,14.35,no,1.86,168.8,2,,1
918,123,95,0,32,8.74,408,82,MN,10.6,no,194.3,340-4627,57,44.57,14.04,yes,2.86,165.2,5,,0
919,140,117,0,25,12.06,510,69,KS,,no,267.9,385-3263,112,36.72,19.05,yes,3.19,224.1,4,216,0
920,100,131,1,33,11.4,408,85,ND,5.2,no,253.4,393-9548,124,30.11,16.49,yes,1.4,194,5,177.1,0
921,125,84,2,0,8.46,408,90,OH,7.2,no,187.9,336-9390,82,27.12,21,no,1.94,247.1,4,159.5,0
922,105,43,3,35,,408,88,VA,11.6,no,207.2,387-5411,97,34.03,20.77,yes,3.13,244.4,4,200.2,0
923,140,139,1,0,8.66,510,89,NH,,no,192.5,383-2017,89,37.62,13.41,no,3.05,,6,221.3,0
924,87,84,1,12,7.46,510,73,WI,10.7,no,165.8,378-9090,114,15.25,11.78,yes,2.89,138.6,2,89.7,0
925,112,113,5,0,7.63,415,94,AR,10.3,yes,169.5,338-6714,106,20.77,11.19,no,2.78,131.7,9,122.2,1
926,74,141,1,0,6.77,408,104,AK,10.7,no,150.5,338-8566,79,14.14,16.2,no,2.89,190.6,7,83.2,0
927,145,118,5,0,9.39,415,121,AR,,no,208.6,402-3892,91,45.53,26.89,no,3.89,316.4,11,267.8,1
928,57,151,0,0,12.11,415,88,CA,12.4,yes,269.2,357-1909,95,37.06,9.72,no,3.35,,1,218,1
929,102,72,0,0,11.82,415,103,AL,13.3,no,262.7,341-7296,85,28.31,22.19,no,3.59,261,5,166.5,0
930,117,6,1,0,8.04,510,72,MO,10.2,no,178.6,350-9994,79,31.21,21.82,no,2.75,256.7,2,183.6,0
931,101,139,0,20,7.33,415,132,MI,14.8,no,162.8,421-3528,132,36.48,19.98,yes,4,235.1,12,214.6,0
932,136,88,4,0,5.98,415,72,NJ,13.4,no,132.9,347-8659,118,51.26,21.9,no,3.62,257.7,2,301.5,1
933,83,108,4,34,11.69,510,117,TN,9.6,no,259.8,356-8449,76,27.56,14.6,yes,2.59,171.8,3,162.1,1
934,78,61,3,25,6.03,408,112,UT,9.9,no,134.1,335-9726,118,27.83,9.62,yes,2.67,113.2,3,163.7,0
935,66,76,1,33,7.46,510,65,VA,10,no,165.7,356-2992,108,32.25,18.09,yes,2.7,212.8,5,189.7,0
936,72,120,1,0,8.58,408,98,TN,13.8,yes,190.6,410-7611,89,30.58,14.45,no,3.73,,2,179.9,1
